username,date,year,month,day,hour,minute,second,text,text_clean
NlioMartins,2018-09-09 17:14:43-07:00,2018,9,9,17,14,43,"RT @MamoruVargas: Hoje tem debate na #GazetaEstadaoJP 
essa é mais uma oportunidade para analisar as propostas dos candidatos para o futuro…",@mamoruvargas : debater o gazetaestadaojp umar oportunidade parir analisar o proposto candidato parir o futurar …
suportecolonial,2018-09-09 17:14:45-07:00,2018,9,9,17,14,45,@JovemPanNews @tvgazetaoficial @Estadao Debate sem João Amoêdo?,@jovempannews @tvgazetaoficial @estadao debater joão amoêdo ?
w_satiro,2018-09-09 17:14:46-07:00,2018,9,9,17,14,46,Hoje é dia de debate #Ciro12,debater ciro12
lucianovmjunior,2018-09-09 17:14:47-07:00,2018,9,9,17,14,47,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
CloriDeboni18,2018-09-09 17:14:48-07:00,2018,9,9,17,14,48,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
rahnandes9,2018-09-09 17:14:50-07:00,2018,9,9,17,14,50,RT @JornalDaGazeta: Acompanhe os bastidores do debate #GazetaEstadaoJP  https://t.co/nMRhTHlQZo,@jornaldagazeta : acompanhar o bastidor debater gazetaestadaojp https://t.co/nmrhthlqzo
Fe_legal,2018-09-09 17:14:54-07:00,2018,9,9,17,14,54,"Sim, eu quero #JoãoAmoedo @joaoamoedonovo no Debate da Gazeta.

#GazetaEstadaoJP
 #Eleições2018",", querer joãoamoedo @joaoamoedonovo o debater gazeta . gazetaestadaojp eleições2018"
ThaisCiro12,2018-09-09 17:14:58-07:00,2018,9,9,17,14,58,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
tacitto,2018-09-09 17:14:59-07:00,2018,9,9,17,14,59,E o @joaoamoedonovo ?? Vão fazer essa vergonha de novo de não chamar o candidato? Shame shame shame...… https://t.co/MJ4HRMTsCv,e o @joaoamoedonovo ? ? vergonha chamar o candidatar ? shame shame shame ... … https://t.co/mj4hrmtscv
FabianoCFX,2018-09-09 17:15:03-07:00,2018,9,9,17,15,3,@Marilia61758583 Estou falando nesse debate aí. O general poderia ir representando o Bolsonaro que está internado.… https://t.co/is3UgaAdWx,@marilia61758583 falar n debater . o general representar o bolsonaro internar . … https://t.co/is3ugaadwx
blogdach,2018-09-09 17:15:06-07:00,2018,9,9,17,15,6,"RT @BAiresARGmylif: ""Confundes precio con valor"" https://t.co/CNeC1Avxql","@bairesargmylif : "" confundir precio con "" https://t.co/cnec1avxql"
SantosEmanuel_,2018-09-09 17:15:07-07:00,2018,9,9,17,15,7,"RT @CiroPresidento: 🔴A PARTIR DAS 17:00 VAMOS TUITAR COM FORÇA A HASHTAG #Ciro12 🔵
Uma Prévia do Debate Gazeta/estadão/JP que começa às 18:…",@ciropresidento : 🔴 o 17:00 tuitar forçar o hashtag ciro12 🔵 umar prévio debater gazeta / estadão / jp comedir s 18 : …
meninerpc,2018-09-09 17:15:12-07:00,2018,9,9,17,15,12,"RT @JovemPanNews: #GazetaEstadaoJP  Os candidatos à Presidência se encontram logo mais em um debate promovido pela Jovem Pan, @tvgazetaofic…","@jovempannews : gazetaestadaojp o candidato presidência encontrar debater promover pelar jovem pan , @tvgazetaofic …"
TwitterGov,2018-09-09 17:15:15-07:00,2018,9,9,17,15,15,RT @JornalDaGazeta: Acompanhe os bastidores do debate #GazetaEstadaoJP  https://t.co/nMRhTHlQZo,@jornaldagazeta : acompanhar o bastidor debater gazetaestadaojp https://t.co/nmrhthlqzo
rosa_thamyris,2018-09-09 17:15:21-07:00,2018,9,9,17,15,21,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
Pedro_henriqz,2018-09-09 17:15:24-07:00,2018,9,9,17,15,24,"Pra você saber se Bolsonaro vai ou não ganhar as eleições, comparem a audiência que esse debate de hoje terá, com o… https://t.co/kPEBAHA5wv","pra bolsonaro ganhar o eleição , comparar o audiência debater , o … https://t.co/kpebaha5wv"
tonyvitorinojr,2018-09-09 17:15:25-07:00,2018,9,9,17,15,25,Vc q tem voto certo no @cirogomes veja o debate na TV Gazeta às 18h! Vc q pensa ou está em dúvida em votar no… https://t.co/K3HSzd5O8a,vc q votar certar o @cirogomes o debater o tv gazeta s 18h ! vc q pensar votar o … https://t.co/k3hszd5o8a
bemonho,2018-09-09 17:15:29-07:00,2018,9,9,17,15,29,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
RcamperCS,2018-09-09 17:15:30-07:00,2018,9,9,17,15,30,Vou assistir o debate que começa logo mais na TV Gazeta e quero acompanhar as propostas do @guilhermeboulos que nos… https://t.co/NXs26GkMfM,assistir o debater comedir o tv gazeta e querer acompanhar o proposto @guilhermeboulos o … https://t.co/nxs26gkmfm
TwitterBrasil,2018-09-09 17:15:31-07:00,2018,9,9,17,15,31,Acompanhe aqui 👇🏽 tudo o que está acontecendo no debate presidencial de hoje #GazetaEstadaoJP   https://t.co/fN4P4IAPiB,acompanhar 👇 🏽 o acontecer o debater presidencial gazetaestadaojp https://t.co/fn4p4iapib
lorranmarcial,2018-09-09 17:15:32-07:00,2018,9,9,17,15,32,Ai até esqueci que hoje tinha o debate da Gazeta !,ai esquecer o debater gazeta !
otonstar,2018-09-09 17:15:31-07:00,2018,9,9,17,15,31,"RT @tvgazetaoficial: Últimos preparativos para o debate #GazetaEstadaoJP, uma parceria entre @tvgazetaoficial, @Estadao, @JovemPanNews e @T…","@tvgazetaoficial : preparativo parir o debater gazetaestadaojp , umar parceria entrar @tvgazetaoficial , @estadao , @jovempannews e @t …"
MarcimVianna,2018-09-09 17:15:35-07:00,2018,9,9,17,15,35,"Daqui a pouco tem o candidato com propostas de verdade. 

#Ciro12 #GazetaEstadaoJP",d o o candidatar proposto . ciro12 gazetaestadaojp
Wanders66199895,2018-09-09 17:15:39-07:00,2018,9,9,17,15,39,RT @ArindaOliver: #ciro12 Vai dar show no debate #GazetaEstadaoJP,@arindaoliver : ciro12 show o debater gazetaestadaojp
eduengfernandes,2018-09-09 17:15:39-07:00,2018,9,9,17,15,39,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
BuenoDecol,2018-09-09 17:15:41-07:00,2018,9,9,17,15,41,"RT @adrianotomasoni: Boulos tem que torcer pra Bolsonaro virar réu por Racismo.

Pq se a denúncia contra Bolsonaro for arquivada eu vou den…",@adrianotomasoni : boulos torcer pra bolsonaro virar réu racismo . pq o denúncia bolsonaro arquivar den …
Wanders66199895,2018-09-09 17:15:42-07:00,2018,9,9,17,15,42,"RT @AnaStiro1: Daqui a pouco tem debate!!!
Bora comparar as propostas galera!
#GazetaEstadaoJP 
#Ciro12 
#CiroPresidente12 
#CiroNo2Turno",@anastiro1 : d o debater ! ! ! bora comparar o proposto galera ! gazetaestadaojp ciro12 ciropresidente12 cirono2turno
JulianoCarloSCR,2018-09-09 17:15:50-07:00,2018,9,9,17,15,50,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
ovasco71,2018-09-09 17:15:52-07:00,2018,9,9,17,15,52,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
Foxnews1,2018-09-09 17:15:57-07:00,2018,9,9,17,15,57,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
rodrixarcade,2018-09-09 17:15:59-07:00,2018,9,9,17,15,59,RT @mhirase: Hoje tem #Ciro12 no debate da #GazetaEstadaoJP https://t.co/EoDDOTaNhs,@mhirase : ciro12 o debater gazetaestadaojp https://t.co/eoddotanhs
devekktra,2018-09-09 17:15:59-07:00,2018,9,9,17,15,59,"e ela tava apaixonada pelo PAI adotivo e matou uma família inteira por isso e em seguida tentou fazer isso de novo,… https://t.co/yvvKFAbOtb","e tava apaixonar pelar pai adotivo e matar umar família inteiro e seguir , … https://t.co/yvvkfabotb"
airtongleisson,2018-09-09 17:16:01-07:00,2018,9,9,17,16,1,"No aquecimento pro debate da #GazetaEstadaoJP que começa logo mais, às 18h. Acompanhe ao vivo e tweet com a tag #BoulosNaGazeta","o aquecimento pro debater gazetaestadaojp comedir , s 18h . acompanhar o o viver e tweet o tag boulosnagazeta"
g4d3lh4,2018-09-09 17:16:02-07:00,2018,9,9,17,16,2,"Da pra chamar isso de debate?
#VamosRenovarTudo https://t.co/TPTFohNmXp",pra chamar debater ? vamosrenovartudo https://t.co/tptfohnmxp
CloriDeboni18,2018-09-09 17:16:02-07:00,2018,9,9,17,16,2,RT @ThaisCiro12: Hoje tem debate com esse cérebro!! #CiroPresidente12 #CIRO12 #GazetaEstadaoJP https://t.co/t1AfvrdbCA,@thaisciro12 : debater cérebro ! ! ciropresidente12 ciro12 gazetaestadaojp https://t.co/t1afvrdbca
exolutiom,2018-09-09 17:16:03-07:00,2018,9,9,17,16,3,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
TodosComCiro12,2018-09-09 17:16:12-07:00,2018,9,9,17,16,12,RT @tonyvitorinojr: Vc q tem voto certo no @cirogomes veja o debate na TV Gazeta às 18h! Vc q pensa ou está em dúvida em votar no #Ciro12 d…,@tonyvitorinojr : vc q votar certar o @cirogomes o debater o tv gazeta s 18h ! vc q pensar votar o ciro12 d …
taupeisha,2018-09-09 17:16:20-07:00,2018,9,9,17,16,20,RT @carlastrass: Minha pergunta é: #QuemMandouMatarBolsonaro? https://t.co/K624t15vCS,@carlastrass : perguntar : quemmandoumatarbolsonaro ? https://t.co/k624t15vcs
lmart88,2018-09-09 17:16:22-07:00,2018,9,9,17,16,22,"RT @moverpb: Daqui a pouco tem Ciro no debate da TV Gazeta!! Para conferir, clique aqui https://t.co/mcN1gVdc4O …. Assista e divulgue!! Vam…","@moverpb : d o ciro o debater tv gazeta ! ! parir conferir , clicar https://t.co/mcn1gvdc4o … . assistir e divulgar ! ! vam …"
Kaka_onnet,2018-09-09 17:16:25-07:00,2018,9,9,17,16,25,@JornalDaGazeta @Estadao Sem o @joaoamoedonovo? P q +1 debate dos presidenciáveis s/o João se ele está a frente d A… https://t.co/tEYLI3hTJE,@jornaldagazeta @estadao o @joaoamoedonovo ? p q + 1 debater presidenciáveis s / o joão o frente d o … https://t.co/teyli3htje
JosXavierDeMel1,2018-09-09 17:16:27-07:00,2018,9,9,17,16,27,"RT @psol50: Tá quase! Às 18h, @GuilhermeBoulos participa do debate da @tvgazetaoficial com o @Estadao. Acompanhe #AOVIVO nas redes sociais!…","@psol50 : tá quase ! s 18h , @guilhermeboulos participar debater @tvgazetaoficial o @estadao . acompanhar aovivo o rede social ! …"
geovanaVEVO,2018-09-09 17:16:29-07:00,2018,9,9,17,16,29,mei deis eu nao precisava desse spoiler de bates motel eu tinha decidido continuar com a série ONTEM,mei nao precisar d spoiler bater motel decidir continuar o série
jbronze_whatup,2018-09-09 17:16:34-07:00,2018,9,9,17,16,34,"RT @JoselitoMuller3: Quando alguém do PSOL, tipo Boulos no debate, acusa alguém de promover discurso de ódio, é como se a Bruna Surfistinha…","@joselitomuller3 : alguém psol , boulos o debater , acusar alguém promover discursar ódio , comer o bruno surfistinha …"
stassulapolitis,2018-09-09 17:16:37-07:00,2018,9,9,17,16,37,RT @nosrevod: @JornalDaGazeta @tvgazetaoficial @Estadao @JovemPanNews @TwitterBrasil Gostaria de ver a participação de João Amoêdo no debat…,@nosrevod : @jornaldagazeta @tvgazetaoficial @estadao @jovempannews @twitterbrasil gostar o participação joão amoêdo o debat …
katiymaia,2018-09-09 17:16:41-07:00,2018,9,9,17,16,41,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
BlogdoAmorim,2018-09-09 17:16:41-07:00,2018,9,9,17,16,41,Estão anunciando debate de presidenciáveis na TV neste domingo. Se tivessem um pingo de respeito por tudo que acont… https://t.co/d5Suxz9Cwd,anunciar debater presidenciáveis o tv n domingo . pingar respeitar acont … https://t.co/d5suxz9cwd
LeleoDomingues,2018-09-09 17:16:43-07:00,2018,9,9,17,16,43,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
odio_nao,2018-09-09 17:16:47-07:00,2018,9,9,17,16,47,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
npagnano,2018-09-09 17:16:51-07:00,2018,9,9,17,16,51,RT @carlastrass: Minha pergunta é: #QuemMandouMatarBolsonaro? https://t.co/K624t15vCS,@carlastrass : perguntar : quemmandoumatarbolsonaro ? https://t.co/k624t15vcs
1Phantomas,2018-09-09 17:16:53-07:00,2018,9,9,17,16,53,"#Ciro12

Debate com Ciro Gomes, ao vivo na TV Gazeta https://t.co/gPh39y8HuB","ciro12 debater ciro gomar , o o viver o tv gazeta https://t.co/gph39y8hub"
XCristine,2018-09-09 17:16:54-07:00,2018,9,9,17,16,54,Vamos lá Daddy arrasa nesse debate ❤👏 #Ciro12 #GazetaEstadaoJP,daddy arrasar n debater ❤ 👏 ciro12 gazetaestadaojp
tpdepauli,2018-09-09 17:16:56-07:00,2018,9,9,17,16,56,RT @BlogdoAmorim: Estão anunciando debate de presidenciáveis na TV neste domingo. Se tivessem um pingo de respeito por tudo que aconteceu c…,@blogdoamorim : anunciar debater presidenciáveis o tv n domingo . pingar respeitar acontecer c …
GdeoliveiraGo,2018-09-09 17:16:56-07:00,2018,9,9,17,16,56,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
jeffmonteiros,2018-09-09 17:17:00-07:00,2018,9,9,17,17,0,"RT @WillianQueirz1: Hoje tem painho no debate #GazetaEstadaoJP 
Painho é lindo demais😍

#Ciro12 https://t.co/vLKiZGAH3L",@willianqueirz1 : painho o debater gazetaestadaojp painho lindar 😍 ciro12 https://t.co/vlkizgah3l
mia__sebastian,2018-09-09 17:17:01-07:00,2018,9,9,17,17,1,RT @Estadao: Neste domingo ocorre o debate #GazetaEstadaoJP entre candidatos à Presidência e você pode acompanhar tudo aqui no @Estadao htt…,@estadao : n domingo ocorrer o debater gazetaestadaojp entrar candidato presidência e acompanhar o @estadao htt …
juditeborges,2018-09-09 17:17:02-07:00,2018,9,9,17,17,2,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
igsen,2018-09-09 17:17:05-07:00,2018,9,9,17,17,5,"“O discurso contra o politicamente correto é uma retórica que inviabiliza o debate democrático”, Moira Weigel. https://t.co/pub4dc6eVc","“ o discursar o politicamente corretar umar retórico inviabilizar o debater democrático ” , moiro weigel . https://t.co/pub4dc6evc"
MadyMadalena,2018-09-09 17:17:07-07:00,2018,9,9,17,17,7,"RT @annavirginia: Amanhã teremos um debate sem Lula (preso), Haddad (ainda no banco de reservas), Bolsonaro (hospitalizado) e Cabo Daciolo…","@annavirginia : amanhã debater lula ( presar ) , haddad ( o banco reservar ) , bolsonaro ( hospitalizar ) e cabo daciolo …"
amnndak,2018-09-09 17:17:09-07:00,2018,9,9,17,17,9,"E jaja tem debate, outra aula pro Br","e jaja debater , aula pro br"
soulcarioca,2018-09-09 17:17:11-07:00,2018,9,9,17,17,11,"@millylacombe Vem ver o #Ciro12 no debate #GazetaEstadaoJP daqui a pouco, às 18h! 😄🌷","@millylacombe vir o ciro12 o debater gazetaestadaojp d o , s 18h ! 😄 🌷"
anfraso,2018-09-09 17:17:16-07:00,2018,9,9,17,17,16,"RT @FelipeLodeiro: @Ricamconsult Ninguém convida o @joaoamoedonovo pro debate, mesmo quando faltam participantes... Este debate fica explíc…","@felipelodeiro : @ricamconsult ninguém convidar o @joaoamoedonovo pro debater , faltar participante ... debater ficar explíc …"
marklawk,2018-09-09 17:17:17-07:00,2018,9,9,17,17,17,"@cirogomes Ciro, se tu é homem cabra da peste mesmo e apoia o debate democrático, apoie publicamente #JoãoNosDebates.","@cirogomes ciro , homem cabra peste e apoiar o debater democrático , apoiar publicamente joãonosdebates ."
CiroDoNorte,2018-09-09 17:17:18-07:00,2018,9,9,17,17,18,RT @WWWilton: 🔶Atenção🔶.                                  Hoje as 18 horas tem debate com o Ciro na Gazeta!.     #Ciro12  #gazetaestadaojp,@wwwilton : 🔶 atenção 🔶 . o 18 horar debater o ciro o gazeta!. ciro12 gazetaestadaojp
frasedeviagem,2018-09-09 17:17:18-07:00,2018,9,9,17,17,18,"Só para lembrar... hoje tem debate #GazetaEstadaoJP. Fiquem de olho e vamos juntos com Marina.
#MarinaSilva #Marina18",só parir lembrar ... debater gazetaestadaojp . ficar olhar e junto marino . marinasilva marina18
daniambiental,2018-09-09 17:17:20-07:00,2018,9,9,17,17,20,"RT @TwitterGov: Não perca o debate entre os candidatos à Presidência do Brasil, ao vivo, no Twitter. 🇧🇷

📌 Hoje! 9 de setembro, 2018
🕕 18 h…","@twittergov : perder o debater entrar o candidato presidência brasil , o o viver , o twitter . 🇧 🇷 📌 ! 9 setembro , 2018 🕕 18 h …"
XCristine,2018-09-09 17:17:20-07:00,2018,9,9,17,17,20,Vamos lá Daddy @cirogomes arrasa nesse debate ❤👏 #Ciro12 #GazetaEstadaoJP,daddy @cirogomes arrasar n debater ❤ 👏 ciro12 gazetaestadaojp
danielfonfer,2018-09-09 17:17:21-07:00,2018,9,9,17,17,21,RT @TwitterBrasil: Acompanhe aqui 👇🏽 tudo o que está acontecendo no debate presidencial de hoje #GazetaEstadaoJP   https://t.co/fN4P4IAPiB,@twitterbrasil : acompanhar 👇 🏽 o acontecer o debater presidencial gazetaestadaojp https://t.co/fn4p4iapib
